Job Title;Company;Experience;Salary;Link
Главный инженер-программист Управления процессинга платежных карточек;АО Нурбанк;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/107791178?hhtmFrom=vacancy_search_list
Инженер-программист;ИП HR Компания «CHANGE» (ИП Куприянова);Опыт 3-6 лет;от 800 000 ₸ на руки;https://almaty.hh.kz/vacancy/108305884?hhtmFrom=vacancy_search_list
Директор автобусного парка;ТОО Алматыэлектротранс, ТОО;Опыт 3-6 лет;585 000 – 836 550 ₸ до вычета налогов;https://almaty.hh.kz/vacancy/107999438?hhtmFrom=vacancy_search_list
Программист 1С (разработчик);ТОО Бостан;Опыт 1-3 года;от 1 000 000 ₸ на руки;https://almaty.hh.kz/vacancy/106288898?hhtmFrom=vacancy_search_list
Специалиста по биобезопасности;ТОО КДЛ ОЛИМП (ТОО Мырза-Хан);Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108052045?hhtmFrom=vacancy_search_list
Системный аналитик;СК Jusan Garant;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/107735720?hhtmFrom=vacancy_search_list
Cloud & Hybrid Security Engineer (Microsoft Focus);Публичная Компания «Freedom Finance Global PLC»;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108718307?hhtmFrom=vacancy_search_list
Старший системный администратор;ТОО Дудар;Опыт 3-6 лет;350 000 – 400 000 ₸ на руки;https://almaty.hh.kz/vacancy/107372620?hhtmFrom=vacancy_search_list
Junior Product Manager;Частная компания “Automated Communication Solutions Ltd.”;Без опыта;150 000 – 250 000 ₸ на руки;https://almaty.hh.kz/vacancy/107733211?hhtmFrom=vacancy_search_list
JavaScript Developer;Andersen;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108736372?hhtmFrom=vacancy_search_list
Инженер-программист C/C++;ТОО Suretter Software (Суреттер Софтваре);Опыт 3-6 лет;700 000 – 1 100 000 ₸ на руки;https://almaty.hh.kz/vacancy/106115815?hhtmFrom=vacancy_search_list
Сетевой инженер корпоративной сети;Beeline, ТМ;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108189639?hhtmFrom=vacancy_search_list
DevOps Engineer (в офис);ТОО NLS Kazakhstan;Опыт 3-6 лет;до 1 000 000 ₸ на руки;https://almaty.hh.kz/vacancy/102658583?hhtmFrom=vacancy_search_list
IT SECURITY OFFICER;Dukascopy;"Опыт более 6&nbsp;лет";Not specified;https://almaty.hh.kz/vacancy/108473428?hhtmFrom=vacancy_search_list
Junior .NET Developer;Andersen;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108726638?hhtmFrom=vacancy_search_list
Full - stack developer(PHP) Middle;ТОО Транспортный холдинг города Алматы;Опыт 3-6 лет;600 000 – 900 000 ₸ на руки;https://almaty.hh.kz/vacancy/107916417?hhtmFrom=vacancy_search_list
Ведущий специалист по разработке BI систем;ТОО Apple City Corps;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107821272?hhtmFrom=vacancy_search_list
System Administrator;Beeline, ТМ;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/107743987?hhtmFrom=vacancy_search_list
Главный системный администратор Windows;ALSECO, АО;"Опыт более 6&nbsp;лет";Not specified;https://almaty.hh.kz/vacancy/106706118?hhtmFrom=vacancy_search_list
Программист 1С (стажер);Aston;Без опыта;70 000 – 80 000 ₽ до вычета налогов;https://almaty.hh.kz/vacancy/108852162?hhtmFrom=vacancy_search_list
Начальник управления процессинга платёжных карточек;АО Нурбанк;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107791828?hhtmFrom=vacancy_search_list
PHP разработчик (Laravel и микросервисная архитектура);ТОО Office-Expert.kz;"Опыт более 6&nbsp;лет";Not specified;https://almaty.hh.kz/vacancy/108462061?hhtmFrom=vacancy_search_list
Программист ASP.NET;АО Народный банк Казахстана;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/106816800?hhtmFrom=vacancy_search_list
Ведущий Data Инженер;АО Народный банк Казахстана;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107921081?hhtmFrom=vacancy_search_list
PHP-разработчик;ТОО «Научно-Исследовательская Лаборатория «Гамма Технологии»;Опыт 3-6 лет;400 000 – 1 000 000 ₸ на руки;https://almaty.hh.kz/vacancy/108059401?hhtmFrom=vacancy_search_list
Android Developer;АО Народный банк Казахстана;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108453575?hhtmFrom=vacancy_search_list
Специалист технической поддержки руководства;Публичная Компания «Freedom Finance Global PLC»;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/107611263?hhtmFrom=vacancy_search_list
Инженер технической поддержки;АО Jusan Bank;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108188637?hhtmFrom=vacancy_search_list
Golang-разработчик;АО ForteBank;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107396469?hhtmFrom=vacancy_search_list
DevOps-инженер (middle+);АО Jusan Bank;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107703369?hhtmFrom=vacancy_search_list
Программист 1С;Учреждение образования Алматы Менеджмент Университет (AlmaU);Опыт 1-3 года;700 000 – 700 000 ₸ до вычета налогов;https://almaty.hh.kz/vacancy/107786294?hhtmFrom=vacancy_search_list
Специалист по планированию технического обслуживания;ТОО JTI Kazakhstan;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/106841448?hhtmFrom=vacancy_search_list
Руководитель технического отдела;ТОО Ваш Домофон;Опыт 3-6 лет;от 500 000 ₸ на руки;https://almaty.hh.kz/vacancy/108120240?hhtmFrom=vacancy_search_list
Backeder NodeJS (Realtime API боты - голосовое взаимодействие);ООО ИнтеллектДиалог;Опыт 1-3 года;100 000 – 150 000 ₽ на руки;https://almaty.hh.kz/vacancy/108144142?hhtmFrom=vacancy_search_list
Главный специалист группы сопровождения и прикладных решений;Not specified;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108460993?hhtmFrom=vacancy_search_list
Сетевой инженер;ALSECO, АО;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/94479182?hhtmFrom=vacancy_search_list
Системный аналитик;АО Home Credit Bank;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/102250242?hhtmFrom=vacancy_search_list
DevOps-инженер;Kaspi.kz;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108323085?hhtmFrom=vacancy_search_list
Эксперт инфраструктурных решений;АО Kcell;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108686064?hhtmFrom=vacancy_search_list
Специалист ИТ по ТПО (нефтебаза п.Жетыген);ТОО Гелиос;Опыт 1-3 года;от 260 000 ₸ до вычета налогов;https://almaty.hh.kz/vacancy/107429102?hhtmFrom=vacancy_search_list
"Power BI разработчик/аналитик в IT Startup ""Резиденты Astana Hub""";ООО ИнтеллектДиалог;Опыт 3-6 лет;80 000 – 120 000 ₽ на руки;https://almaty.hh.kz/vacancy/108152465?hhtmFrom=vacancy_search_list
Системный администратор Windows;ALSECO, АО;"Опыт более 6&nbsp;лет";Not specified;https://almaty.hh.kz/vacancy/94284325?hhtmFrom=vacancy_search_list
Эксперт по мониторингу ИТ систем;АО Jusan Bank;Опыт 1-3 года;до 320 000 ₸ на руки;https://almaty.hh.kz/vacancy/105476469?hhtmFrom=vacancy_search_list
Системный администратор;ТОО ioka fintech;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108052500?hhtmFrom=vacancy_search_list
Fullstack - разработчик;ТОО Recrutoman;Опыт 3-6 лет;от 900 000 ₸ на руки;https://almaty.hh.kz/vacancy/107748709?hhtmFrom=vacancy_search_list
Специалист по информационной безопасности;ТОО MFO Robocash;"Опыт более 6&nbsp;лет";Not specified;https://almaty.hh.kz/vacancy/102608114?hhtmFrom=vacancy_search_list
Search Systems Lead/Руководитель отдела поисковых систем;Teez;Опыт 3-6 лет;до 4 000 000 ₸ на руки;https://almaty.hh.kz/vacancy/108133144?hhtmFrom=vacancy_search_list
DBA инженер;АО Народный банк Казахстана;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108171326?hhtmFrom=vacancy_search_list
1C QA Engineer (Тестировщик 1С);Social Discovery Group;Опыт 3-6 лет;до 2 700 $ до вычета налогов;https://almaty.hh.kz/vacancy/107856516?hhtmFrom=vacancy_search_list
Senior Backend Developer;ООО Ре-Сим;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/106133719?hhtmFrom=vacancy_search_list
ИТ-архитектор;ALSECO, АО;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/106369581?hhtmFrom=vacancy_search_list
Middle+ Java Back-end developer;ТОО Smart Parking Technologies;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107835212?hhtmFrom=vacancy_search_list
Lead BI Analyst;Finist Lab;Без опыта;Not specified;https://almaty.hh.kz/vacancy/107496508?hhtmFrom=vacancy_search_list
Системный администратор;Филиал ТОО Бонус Корпорэйшн;Опыт 1-3 года;до 280 000 ₸ на руки;https://almaty.hh.kz/vacancy/107510306?hhtmFrom=vacancy_search_list
Специалист технической поддержки;ТОО ADVERSO GROUP (АДВЕРСО ГРУП);Опыт 1-3 года;225 000 – 225 000 ₸ на руки;https://almaty.hh.kz/vacancy/108420962?hhtmFrom=vacancy_search_list
Специалист технической поддержки (1-линия);ТОО Цифровое Облако;Опыт 1-3 года;100 000 – 150 000 ₸ на руки;https://almaty.hh.kz/vacancy/108762876?hhtmFrom=vacancy_search_list
Middle Python Developer;ТОО AVIATA.KZ;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107455549?hhtmFrom=vacancy_search_list
Программист в области криптографии, исследователь уязвимостей;ТОО WSE;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108356587?hhtmFrom=vacancy_search_list
Инженер технической поддержки;ТОО Ф.А. ЛОГИСТИК КАЗАХСТАН;Опыт 3-6 лет;330 000 – 330 000 ₸ на руки;https://almaty.hh.kz/vacancy/108099785?hhtmFrom=vacancy_search_list
Аналитик Сектора развития цифровых клиентских путей (BPMN 2.0) Департамент Digital-office;АО Казахтелеком;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/107845973?hhtmFrom=vacancy_search_list
Системный администратор;ТОО IEK GROUP (ТОРГОВЫЙ ДОМ ИЭК.КАЗ);Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108313679?hhtmFrom=vacancy_search_list
Главный Data инженер;АО Народный банк Казахстана;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/107800551?hhtmFrom=vacancy_search_list
Presale инженер;ITGLOBAL.COM;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/107715679?hhtmFrom=vacancy_search_list
DWH аналитик BI;АО Микрофинансовая организация KMF(КМФ);Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/107816783?hhtmFrom=vacancy_search_list
Специалист по монтажу и сервисному обслуживанию систем видеонаблюдения;ТОО Аксай-Нан ХБК;Опыт 1-3 года;от 251 000 ₸ до вычета налогов;https://almaty.hh.kz/vacancy/104042209?hhtmFrom=vacancy_search_list
Ведущий Инженер поддержки систем IP телефонии;ТОО Winncom Technologies/Уиннком Технолоджис;Опыт 3-6 лет;500 000 – 1 000 000 ₸ на руки;https://almaty.hh.kz/vacancy/108315670?hhtmFrom=vacancy_search_list
Разработчик 1С / Программист 1С;ТОО Интертоп Центральная Азия ,ТМ (INTERTOP);"Опыт более 6&nbsp;лет";от 1 100 000 ₸ на руки;https://almaty.hh.kz/vacancy/105222927?hhtmFrom=vacancy_search_list
Администратор системы Way4 , OpenWay (Senior);АО Народный банк Казахстана;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108784900?hhtmFrom=vacancy_search_list
Бизнес-аналитик IT;ALSECO, АО;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/102549665?hhtmFrom=vacancy_search_list
Expert Database Administrator;АО Народный банк Казахстана;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108453558?hhtmFrom=vacancy_search_list
Analyst, Corporate Banking Department;АО Al Hilal Банк;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108441719?hhtmFrom=vacancy_search_list
Главный специалист,Департамент информационной безопасности(ШБ);АО «Freedom Bank Kazakhstan»;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108099327?hhtmFrom=vacancy_search_list
Системный аналитик в SEP;АО Kcell;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/107637416?hhtmFrom=vacancy_search_list
Middle/Senior Business Analyst;ТОО Tekmates;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107858176?hhtmFrom=vacancy_search_list
"Преподаватель по курсу ""Тестирование QA""";ТОО ITSTEP Academy Almaty;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108718293?hhtmFrom=vacancy_search_list
Бизнес аналитик в управление цифровых финансов;АО Home Credit Bank;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107559480?hhtmFrom=vacancy_search_list
Специалист администрирования и контроля данных в системе SAP;АО Народный банк Казахстана;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108245904?hhtmFrom=vacancy_search_list
Инженер Отдела ИТ и ПД;ТОО РадиоБайланыс;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/107164363?hhtmFrom=vacancy_search_list
Старший инженер отдела оптимизации радиосети;ТОО Мобайл Телеком-Сервис (Объединенная Компания Tele2/Altel) | IT;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108772059?hhtmFrom=vacancy_search_list
1C разработчик (в офис);АО Страховая компания Amanat;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/107849285?hhtmFrom=vacancy_search_list
Руководитель отдела бизнес аналитики;ТОО EUROPHARMA, ТМ (ТОО AK NIET GROUP);Опыт 3-6 лет;до 600 000 ₸ на руки;https://almaty.hh.kz/vacancy/108745696?hhtmFrom=vacancy_search_list
Главный менеджер Департамента развития информационных систем;HALYK FINANCE, дочерняя организация АО Народный банк;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107744719?hhtmFrom=vacancy_search_list
Специалист по пищевой безопасности;ТОО Small, ТМ (Скиф Трейд, ТОО);Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108274627?hhtmFrom=vacancy_search_list
Оператор технической поддержки (первая линия);ТОО NLS Kazakhstan;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/106780530?hhtmFrom=vacancy_search_list
Специалист в Сектор развития бизнес-решений;АО Kcell;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107489696?hhtmFrom=vacancy_search_list
Аналитик-разработчик;Sulpak;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108287715?hhtmFrom=vacancy_search_list
Аналитик IT-систем;ALSECO, АО;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/106904769?hhtmFrom=vacancy_search_list
DevSecOps Engineer;АО Kcell;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107673056?hhtmFrom=vacancy_search_list
Middle Node.JS Developer;Not specified;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108036610?hhtmFrom=vacancy_search_list
Инженер (Pre-sale);ТОО Alsi Group;Опыт 1-3 года;400 000 – 500 000 ₸ на руки;https://almaty.hh.kz/vacancy/107257325?hhtmFrom=vacancy_search_list
Администратор базы данных;АО Aitas KZ;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/106155362?hhtmFrom=vacancy_search_list
Middle+/Senior Python Developer;ТОО Globerce Inc.;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/105670111?hhtmFrom=vacancy_search_list
Middle Golang Developer;АО Bereke Bank;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/107607274?hhtmFrom=vacancy_search_list
DevOps инженер;Beeline, ТМ;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107865985?hhtmFrom=vacancy_search_list
Консультант внедрения BI;ТОО Datanomix.pro;Опыт 1-3 года;300 000 – 1 000 000 ₸ на руки;https://almaty.hh.kz/vacancy/105748141?hhtmFrom=vacancy_search_list
Senior QA Automation Engineer;Teez;Опыт 3-6 лет;от 1 100 000 ₸ на руки;https://almaty.hh.kz/vacancy/108489972?hhtmFrom=vacancy_search_list
Инженер Power BI (проектная работа);ТОО BP Contact;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108232619?hhtmFrom=vacancy_search_list
Технический директор (CTO);ТОО ЧАСТНАЯ КОМПАНИЯ EA GROUP HOLDING LTD.;"Опыт более 6&nbsp;лет";Not specified;https://almaty.hh.kz/vacancy/107795341?hhtmFrom=vacancy_search_list
Менеджер по бизнес-процессам;Galanz Bottlers, АО;Опыт 3-6 лет;от 350 000 ₸ на руки;https://almaty.hh.kz/vacancy/108237072?hhtmFrom=vacancy_search_list
Ведущий инженер департамента информационных технологий;ТОО МК-Золото ломбард;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108407322?hhtmFrom=vacancy_search_list
Business/System Analyst (Junior-Middle);Частная компания Global DTC Kazakhstan;Опыт 1-3 года;от 500 000 ₸ до вычета налогов;https://almaty.hh.kz/vacancy/107701085?hhtmFrom=vacancy_search_list
Оператор торгового зала;ТОО ТАРГАН ТУЛ;Без опыта;180 000 – 200 000 ₸ на руки;https://almaty.hh.kz/vacancy/107854023?hhtmFrom=vacancy_search_list
Senior Java Developer;Alphior Business Partners;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107935958?hhtmFrom=vacancy_search_list
Руководитель отдела проектного управления / Менеджер по процессному управлению;ТОО СП NEFT;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108276015?hhtmFrom=vacancy_search_list
Главный специалист отдела сопровождения банковских систем;Евразийский банк, АО;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108057999?hhtmFrom=vacancy_search_list
Middle PHP-developer;WTS Co.,Ltd;Опыт 1-3 года;1 200 – 2 500 $ на руки;https://almaty.hh.kz/vacancy/107646760?hhtmFrom=vacancy_search_list
Тестировщик в Управление развития мобильного банкинга;АО «Freedom Bank Kazakhstan»;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108279833?hhtmFrom=vacancy_search_list
Программист 1С;ТОО EUROPHARMA, ТМ (ТОО AK NIET GROUP);Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/106632496?hhtmFrom=vacancy_search_list
Специалист по информационным системам;ТОО Carlsberg Kazakhstan;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/107964023?hhtmFrom=vacancy_search_list
HTML5 Playable Ads Developer;MY.GAMES;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108737450?hhtmFrom=vacancy_search_list
Специалист по технической поддержке;ТОО AND Asia;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/107549531?hhtmFrom=vacancy_search_list
Программист 1С-ЕРП;ТОО DOLCE;"Опыт более 6&nbsp;лет";Not specified;https://almaty.hh.kz/vacancy/107692986?hhtmFrom=vacancy_search_list
Специалист по ИТ оборудованию;ТОО Carlsberg Kazakhstan;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/107967640?hhtmFrom=vacancy_search_list
Разработчик 1С;Beeline, ТМ;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107754461?hhtmFrom=vacancy_search_list
Инженер по сетям и телекоммуникации;ТОО Small, ТМ (Скиф Трейд, ТОО);Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107871837?hhtmFrom=vacancy_search_list
Специалист технической поддержки;АО Группа компаний Аллюр;Опыт 3-6 лет;250 000 – 300 000 ₸ на руки;https://almaty.hh.kz/vacancy/107918348?hhtmFrom=vacancy_search_list
Системный аналитик;Employcity;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107059795?hhtmFrom=vacancy_search_list
DevOps-инженер;ТОО Вериграм;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107884642?hhtmFrom=vacancy_search_list
Инженер (Алматы);ТОО НСТ плюс;Опыт 1-3 года;до 250 000 ₸ до вычета налогов;https://almaty.hh.kz/vacancy/107975748?hhtmFrom=vacancy_search_list
Старший Бизнес аналитик;ТОО Мобайл Телеком-Сервис (Объединенная Компания Tele2/Altel) | IT;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107058829?hhtmFrom=vacancy_search_list
Аналитик-тестировщик 1С;АО Микрофинансовая организация KMF(КМФ);Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108266849?hhtmFrom=vacancy_search_list
Специалист в Отдел информационной поддержки (Call-center);ТОО Manpower;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/107760323?hhtmFrom=vacancy_search_list
DevOps-инженер на Позицию Ментора;ТОО itcbootcamp ( айтисибууткэмп);Опыт 1-3 года;200 000 – 400 000 ₸ на руки;https://almaty.hh.kz/vacancy/108413040?hhtmFrom=vacancy_search_list
.NET developer;АО Народный банк Казахстана;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/107800542?hhtmFrom=vacancy_search_list
Flutter разработчика;ТОО Lead Partners;Опыт 1-3 года;до 500 000 ₸ на руки;https://almaty.hh.kz/vacancy/108226833?hhtmFrom=vacancy_search_list
Главный разработчик Colvir;АО Народный банк Казахстана;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/107800507?hhtmFrom=vacancy_search_list
Senior IOS разработчик (аутсорс);ALSECO, АО;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/93613219?hhtmFrom=vacancy_search_list
Project manager;ТОО Холдинговая компания ТАН Медиа Групп;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107991333?hhtmFrom=vacancy_search_list
Специалист технической поддержки;ТОО Small, ТМ (Скиф Трейд, ТОО);Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108322587?hhtmFrom=vacancy_search_list
Системный администратор Linux;АО Kcell;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108421809?hhtmFrom=vacancy_search_list
Senior QA Engineer;ТОО Неткрэкер Текнолоджи Казахстан;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108603328?hhtmFrom=vacancy_search_list
Менеджер ERP (Илийский район, п.Ынтымак);ТОО Caspian Offshore Construction Realty;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108718533?hhtmFrom=vacancy_search_list
Выездной специалист по тех-поддержке в лидирующую компанию IT Support;ТОО IT Support Group;Опыт 1-3 года;200 000 – 350 000 ₸ на руки;https://almaty.hh.kz/vacancy/108731318?hhtmFrom=vacancy_search_list
Web Highload Programmer (Back-end, PHP);ТОО G5EN KAZ;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108626931?hhtmFrom=vacancy_search_list
Laravel разработчик;ТОО Nomad Standard Consulting;Опыт 3-6 лет;300 000 – 450 000 ₸ на руки;https://almaty.hh.kz/vacancy/107675523?hhtmFrom=vacancy_search_list
Старший инженер в SuperApp;АО Kcell;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107952771?hhtmFrom=vacancy_search_list
Ведущий администратор базы данных;ТОО Мобайл Телеком-Сервис (Объединенная Компания Tele2/Altel) | IT;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/107969157?hhtmFrom=vacancy_search_list
Методолог службы информационной безопасности;Публичная Компания «Freedom Finance Global PLC»;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/107611151?hhtmFrom=vacancy_search_list
Aналитик SOC;Публичная Компания «Freedom Finance Global PLC»;"Опыт более 6&nbsp;лет";Not specified;https://almaty.hh.kz/vacancy/108103577?hhtmFrom=vacancy_search_list
VoIP-инженер/системный администратор;ТОО BP Contact;Опыт 3-6 лет;500 000 – 500 000 ₸ на руки;https://almaty.hh.kz/vacancy/103877986?hhtmFrom=vacancy_search_list
Старший специалист отдела технической защиты (Пожарная безопасность);АО Home Credit Bank;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108469521?hhtmFrom=vacancy_search_list
DevSecOps инженер в IT компанию QazCode;Beeline, ТМ;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108244124?hhtmFrom=vacancy_search_list
DevOps Engineer;ITGLOBAL.COM;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108037521?hhtmFrom=vacancy_search_list
Системный архитектор;Публичная Компания «Freedom Finance Global PLC»;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107611230?hhtmFrom=vacancy_search_list
PHP Trainee;Andersen;Без опыта;Not specified;https://almaty.hh.kz/vacancy/108420972?hhtmFrom=vacancy_search_list
Эксперт по телекоммуникационной инфраструктуре;ТОО Мобайл Телеком-Сервис (Объединенная Компания Tele2/Altel) | IT;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107562823?hhtmFrom=vacancy_search_list
Инженер направления «Routing and Switching»/Pre-Sale;ТОО SUCCESS INITIATIVE GROUP(SIG);Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/101165904?hhtmFrom=vacancy_search_list
1С разработчик (уровень Junior, работа с офиса);ТОО М-Ломбард;Без опыта;Not specified;https://almaty.hh.kz/vacancy/107901398?hhtmFrom=vacancy_search_list
Software support инженер (Биллинг);Beeline, ТМ;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108391109?hhtmFrom=vacancy_search_list
Аналитик данных (data analyst);ALSECO, АО;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/94309106?hhtmFrom=vacancy_search_list
Инженер ИТ-инфраструктуры;АО Народный банк Казахстана;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108245954?hhtmFrom=vacancy_search_list
Devops инженер (Отдел поддержки биллинга);Beeline, ТМ;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108110088?hhtmFrom=vacancy_search_list
Системный аналитик в OMNI CRM;АО Kcell;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108226043?hhtmFrom=vacancy_search_list
Эксперт IoT в Отдел развития продуктов;АО Kcell;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108405304?hhtmFrom=vacancy_search_list
Системный администратор Zabbix;АО Aitas KZ;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108232155?hhtmFrom=vacancy_search_list
Senior Data Analyst;АО Народный банк Казахстана;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/107800590?hhtmFrom=vacancy_search_list
Ведущий специалист по слаботочным системам;ТОО GQ-Group Invest;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/107944868?hhtmFrom=vacancy_search_list
Главный Data Инженер;АО Народный банк Казахстана;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107800477?hhtmFrom=vacancy_search_list
Ведущий специалист, Отдел развития технологий сервиса;Beeline, ТМ;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/107929805?hhtmFrom=vacancy_search_list
Главный специалист Отдела управления рисками ИТ и ИБ;Евразийский банк, АО;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108026640?hhtmFrom=vacancy_search_list
